time,load_ID,sail_enable,surge,sway,heave,roll,pitch,yaw,surge_rate,sway_rate,heave_rate,roll_rate,pitch_rate,yaw_rate,V_CG_BODY_X,V_CG_BODY_Y,V_CG_BODY_Z,OMEGA_BODY_X,OMEGA_BODY_Y,OMEGA_BODY_Z,V_WIND_BODY_X,V_WIND_BODY_Y,V_WIND_BODY_Z,V_REL_BODY_X,V_REL_BODY_Y,V_REL_BODY_Z,V_REL_H_MAG,E_UPSTREAM_X,E_UPSTREAM_Y,E_UPSTREAM_Z,C_CHORD_X,C_CHORD_Y,C_CHORD_Z,ALPHA_RAW_DEG,ALPHA_DB_DEG,CL,CD,Q_DYNAMIC,FX_BODY,FY_BODY,FZ_BODY,MX_BODY,MY_BODY,MZ_BODY,FX_PLANNING,FY_PLANNING,FZ_PLANNING,MX_PLANNING,MY_PLANNING,MZ_PLANNING
.5000000000000000E-02,1,T,.000000000000000,.000000000000000,.6273419000989397E-05,.000000000000000,.5362904239887867E-05,.000000000000000,.000000000000000,.000000000000000,.3123822775107228E-02,.000000000000000,.2343107243684540E-02,.000000000000000,32.07798431582427,.000000000000000,.3295853933248189E-02,.000000000000000,.2343107243684540E-02,.000000000000000,.000000000000000,10.00000000000000,.000000000000000,-32.08969985204270,10.00000000000000,-.3295853933248189E-02,33.61173658997983,.9547171050248300,-.2975151246121913,.000000000000000,.000000000000000,-1.000000000000000,.000000000000000,72.69158328707300,72.69158328707300,-.4045008953016389,1.217415040638161,691.9711624139409,-13313.16635167281,-248.9491111436341,.000000000000000,1244.745555718170,-66565.83175836403,.000000000000000,-13313.16635148136,-248.9491111436341,.7139723627337634E-01,1244.745555700270,-66565.83175836403,-.6675451218310558E-02
.1000000000000000E-01,1,T,.000000000000000,.000000000000000,.3123693942679579E-04,.000000000000000,.2341234448325141E-04,.000000000000000,.000000000000000,.000000000000000,.6863186879843847E-02,.000000000000000,.4875075957568756E-02,.000000000000000,32.07798416356346,.000000000000000,.7614207697427685E-02,.000000000000000,.4875075957568756E-02,.000000000000000,.000000000000000,10.00000000000000,.000000000000000,-32.10235954335130,10.00000000000000,-.7614207697427685E-02,33.62382322477023,.9547504258736974,-.2974081779205028,.000000000000000,.000000000000000,-1.000000000000000,.000000000000000,72.69800140517250,72.69800140517250,-.4043904512535569,1.217606397413346,692.4689115534915,-13324.27130414299,-248.9341478235369,.000000000000000,1244.670739117684,-66621.35652071497,.000000000000000,-13324.27130049122,-248.9341478235369,.3119524297323985,1244.670738776559,-66621.35652071497,-.2914066010978419E-01
.1500000000000000E-01,1,T,.000000000000000,.000000000000000,.7512569142748021E-04,.000000000000000,.5408004637793223E-04,.000000000000000,.000000000000000,.000000000000000,.1073736249336174E-01,.000000000000000,.7386314027826408E-02,.000000000000000,32.07798370545281,.000000000000000,.1247214135725591E-01,.000000000000000,.7386314027826408E-02,.000000000000000,.000000000000000,10.00000000000000,.000000000000000,-32.11491527559194,10.00000000000000,-.1247214135725591E-01,33.63581102275443,.9547834376244528,-.2973021816906706,.000000000000000,.000000000000000,-1.000000000000000,.000000000000000,72.70436226289127,72.70436226289127,-.4042809925516692,1.217796046965069,692.9627671845498,-13335.29008904638,-248.9195805707178,.000000000000000,1244.597902853589,-66676.45044523192,.000000000000000,-13335.29006954585,-248.9195805707178,.7211731061272786,1244.597901033581,-66676.45044523192,-.6730791227539060E-01
.2000000000000000E-01,1,T,.000000000000000,.000000000000000,.1392348125628470E-03,.000000000000000,.9723218136113001E-04,.000000000000000,.000000000000000,.000000000000000,.1497969339266169E-01,.000000000000000,.9875461878035044E-02,.000000000000000,32.07798272489588,.000000000000000,.1809870570730685E-01,.000000000000000,.9875461878035044E-02,.000000000000000,.000000000000000,10.00000000000000,.000000000000000,-32.12736003428605,10.00000000000000,-.1809870570730685E-01,33.64769327565622,.9548161227899057,-.2971971932243838,.000000000000000,.000000000000000,-1.000000000000000,.000000000000000,72.71066242773675,72.71066242773675,-.4041725782628806,1.217983886953252,693.4524484482423,-13346.21642211006,-248.9054105724464,.000000000000000,1244.527052862232,-66731.08211055028,.000000000000000,-13346.21635902184,-248.9054105724464,1.297681733594762,1244.527046979292,-66731.08211055028,-.1210080799220628
.2500000000000000E-01,1,T,.000000000000000,.000000000000000,.2252667142412404E-03,.000000000000000,.1528401003694710E-03,.000000000000000,.000000000000000,.000000000000000,.1946962749164701E-01,.000000000000000,.1238214018035690E-01,.000000000000000,32.07798098262612,.000000000000000,.2437242959026440E-01,.000000000000000,.1238214018035690E-01,.000000000000000,.000000000000000,10.00000000000000,.000000000000000,-32.13989168352790,10.00000000000000,-.2437242959026440E-01,33.65965890244442,.9548490011939440,-.2970915429946256,.000000000000000,.000000000000000,-1.000000000000000,.000000000000000,72.71700208612766,72.71700208612766,-.4040634843625668,1.218172904445086,693.9457404252049,-13357.22401105772,-248.8914117880223,.000000000000000,1244.457058940111,-66786.12005528860,.000000000000000,-13357.22385504470,-248.8914117880223,2.041519450559222,1244.457044404793,-66786.12005528860,-.1902029410533768
.3000000000000000E-01,1,T,.000000000000000,.000000000000000,.3343594495212133E-03,.000000000000000,.2211570196346044E-03,.000000000000000,.000000000000000,.000000000000000,.2421024760094677E-01,.000000000000000,.1494724777691807E-01,.000000000000000,32.07797819429822,.000000000000000,.3130451836202965E-01,.000000000000000,.1494724777691807E-01,.000000000000000,.000000000000000,10.00000000000000,.000000000000000,-32.15271443318281,10.00000000000000,-.3130451836202965E-01,33.67190290764396,.9548826070617982,-.2969835125572862,.000000000000000,.000000000000000,-1.000000000000000,.000000000000000,72.72348434581812,72.72348434581812,-.4039519365552760,1.218366173607643,694.4506903208537,-13368.49245714479,-248.8773684669617,.000000000000000,1244.386842334809,-66842.46228572396,.000000000000000,-13368.49213021545,-248.8773684669617,2.956535924728926,1244.386811903063,-66842.46228572396,-.2752048830798846
.3500000000000000E-01,1,T,.000000000000000,.000000000000000,.4669975092028317E-03,.000000000000000,.3022301432470434E-03,.000000000000000,.000000000000000,.000000000000000,.2880590341719474E-01,.000000000000000,.1748066056971768E-01,.000000000000000,32.07797416197554,.000000000000000,.3850083575404151E-01,.000000000000000,.1748066056971768E-01,.000000000000000,.000000000000000,10.00000000000000,.000000000000000,-32.16537746482413,10.00000000000000,-.3850083575404151E-01,33.68399482624672,.9549157583815064,-.2968769010796771,.000000000000000,.000000000000000,-1.000000000000000,.000000000000000,72.72988123861984,72.72988123861984,-.4038418577556629,1.218556897548643,694.9495483159521,-13379.62566697313,-248.8637786869165,.000000000000000,1244.318893434582,-66898.12833486564,.000000000000000,-13379.62505590516,-248.8637786869165,4.043726120360055,1244.318836604635,-66898.12833486564,-.3760706716824954
.4000000000000000E-01,1,T,.000000000000000,.000000000000000,.6225625544411359E-03,.000000000000000,.3959171343856719E-03,.000000000000000,.000000000000000,.000000000000000,.3343217960218541E-01,.000000000000000,.1998343247319454E-01,.000000000000000,32.07796858254789,.000000000000000,.4613240028414294E-01,.000000000000000,.1998343247319454E-01,.000000000000000,.000000000000000,10.00000000000000,.000000000000000,-32.17788574491387,10.00000000000000,-.4613240028414294E-01,33.69593938463107,.9549484695354836,-.2967716639637910,.000000000000000,.000000000000000,-1.000000000000000,.000000000000000,72.73619544933091,72.73619544933091,-.4037332017632737,1.218745156315587,695.4425027452979,-13390.62781741235,-248.8506268371264,.000000000000000,1244.253134185632,-66953.13908706176,.000000000000000,-13390.62676791938,-248.8506268371264,5.301578854590879,1244.253036667059,-66953.13908706176,-.4926211224674082
.4500000000000000E-01,1,T,.000000000000000,.000000000000000,.8012269862620106E-03,.000000000000000,.5020441802105604E-03,.000000000000000,.000000000000000,.000000000000000,.3807490411258043E-01,.000000000000000,.2245840451138391E-01,.000000000000000,32.07796117515355,.000000000000000,.5417946398498788E-01,.000000000000000,.2245840451138391E-01,.000000000000000,.000000000000000,10.00000000000000,.000000000000000,-32.19025319771047,10.00000000000000,-.5417946398498788E-01,33.70774986457430,.9549807782198280,-.2966676814731457,.000000000000000,.000000000000000,-1.000000000000000,.000000000000000,72.74243417032892,72.74243417032892,-.4036258448104735,1.218931164349866,695.9300955712843,-13401.51098002342,-248.8378887294671,.000000000000000,1244.189443647335,-67007.55490011710,.000000000000000,-13401.50929110903,-248.8378887294671,6.728150310912135,1244.189286849385,-67007.55490011710,-.6246380430227267
.5000000000000000E-01,1,T,.000000000000000,.000000000000000,.1002869426936818E-02,.000000000000000,.6204547027578134E-03,.000000000000000,.000000000000000,.000000000000000,.4258579332794853E-01,.000000000000000,.2490255975047527E-01,.000000000000000,32.07795173604929,.000000000000000,.6248872008838864E-01,.000000000000000,.2490255975047527E-01,.000000000000000,.000000000000000,10.00000000000000,.000000000000000,-32.20246453480167,10.00000000000000,-.6248872008838864E-01,33.71941165137908,.9550126457643762,-.2965650795864646,.000000000000000,.000000000000000,-1.000000000000000,.000000000000000,72.74858985128303,72.74858985128303,-.4035199168246165,1.219114696537680,696.4117172955351,-13412.26152649127,-248.8255706322952,.000000000000000,1244.127853161476,-67061.30763245633,.000000000000000,-13412.25894487217,-248.8255706322952,8.321700204803285,1244.127613689242,-67061.30763245633,-.7719249277987950
